Time,Predict
93000000,0.0077616884
93000500,0.0045223003
93001000,0.004488846
93001500,0.004537622
93002000,0.0003207678
93002500,0.00334298
93003000,0.009038721
93003500,0.0019544617
93004000,0.00487588
93004500,0.002871958
93005000,0.0032979387
93005500,0.001348404
93006000,0.0056037647
93006500,0.0022284763
93007000,0.0068735946
93007500,0.004781878
93008000,0.0014410357
93008500,0.0022235496
93009000,0.0043182555
93009500,0.0014933095
93010000,0.0046715243
93010500,0.0034310466
93011000,0.0034871968
93011500,0.0030920242
93012000,0.0041811923
93012500,0.0025689532
93013000,0.006433705
93013500,0.0017716185
93014000,0.004388569
93014500,0.0030863276
93015000,0.002345223
93015500,0.0019047048
93016000,0.0043609086
93016500,0.0024830347
93017000,0.0029881783
93017500,0.0052354415
93018000,0.0009395479
93018500,0.0041656946
93019000,0.0021631152
93019500,0.0015824524
93020000,0.004005605
93020500,0.0014256438
93021000,0.001978869
93021500,0.0029593757
93022000,0.016077716
93022500,0.0022711256
93023000,0.0035539982
93023500,0.005747182
93024000,0.011803118
93024500,0.0016381155
93025000,0.0014157203
93025500,0.008008743
93026000,0.0016935588
93026500,0.0018516287
93027000,0.0034311784
93027500,0.0009964476
93028000,0.002677184
93028500,0.002297341
93029000,0.005451604
93029500,0.002765567
93030000,0.0016899811
93030500,0.00378055
93031000,0.0021809754
93031500,0.002916925
93032000,0.0029513838
93032500,0.0036029124
93033000,0.0026387908
93033500,0.0014236424
93034000,0.0027455096
93034500,0.0011145103
93035000,0.0028377017
93035500,0.0032027075
93036000,0.0028824643
93036500,0.0015192393
93037000,0.0033499822
93037500,0.00753489
93038000,0.0077345544
93038500,0.0025489929
93039000,0.0020438414
93039500,0.0024843207
93040000,0.0018183284
93040500,0.0061454386
93041000,0.003424037
93041500,0.0017967038
93042000,0.0061759334
93042500,0.0025584528
93043000,0.0017484555
93043500,0.0023202274
93044000,0.0051307785
93044500,-0.00032872328
93045000,0.00079093524
93045500,0.0022581527
93046000,0.0019874098
93046500,0.005634264
93047000,0.0024987694
93047500,0.0016560496
93048000,-0.000120452045
93048500,0.005341029
93049000,0.005680866
93049500,0.0021948395
93050000,0.0007548185
93050500,0.0021734044
93051000,0.00203159
93051500,0.0021879806
93052000,0.0030547064
93052500,0.0048961877
93053000,0.0007273934
93053500,0.0041756746
93054000,0.0013591066
93054500,0.0031483115
93055000,0.001777296
93055500,0.003520345
93056000,0.0008424281
93056500,0.0046769297
93057000,0.002785565
93057500,0.0021021264
93058000,0.0057788026
93058500,0.0043670875
93059000,0.0028075823
93059500,0.0022194895
93100000,0.0011660088
93100500,0.00025064067
93101000,0.002802259
93101500,0.0019960636
93102000,0.0015357014
93102500,0.00321993
93103000,0.0020757685
93103500,0.0022349847
93104000,0.0021137625
93104500,0.0022871827
93105000,0.003354661
93105500,0.0025736121
93106000,0.0038572282
93106500,0.0030090378
93107000,0.0050295345
93107500,0.0024299403
93108000,0.0010048179
93108500,0.002891054
93109000,0.0008627382
93109500,0.0030938701
93110000,0.0054174224
93110500,0.0008851395
93111000,0.0042533926
93111500,0.002170987
93112000,0.0029000554
93112500,0.0037362254
93113000,0.0039352938
93113500,0.0030786102
93114000,0.005054313
93114500,0.0021941054
93115000,0.0010040888
93115500,0.002438507
93116000,0.001557933
93116500,0.0010058888
93117000,0.002886658
93117500,0.00058165466
93118000,0.0037410953
93118500,0.0017405823
93119000,0.0024606928
93119500,0.0018150598
93120000,0.002879677
93120500,0.0020082016
93121000,0.001658293
93121500,0.003554313
93122000,0.00032413445
93122500,0.0016627655
93123000,0.0042403075
93123500,0.0015508644
93124000,0.0034149082
93124500,0.0035898366
93125000,0.0036312877
93125500,0.0008239828
93126000,0.0023850324
93126500,0.0031526894
93127000,0.0051812306
93127500,0.0017146829
93128000,0.002535742
93128500,0.0015009854
93129000,0.0024133418
93129500,0.004099437
93130000,0.0017522529
93130500,0.0018424562
93131000,0.0015396021
93131500,0.0028150186
93132000,0.0011649037
93132500,0.0034072518
93133000,-0.00024707709
93133500,0.00058928225
93134000,0.0018155364
93134500,0.0012407011
93135000,0.0012847553
93135500,0.0040115984
93136000,0.0015352664
93136500,0.0031268254
93137000,0.002398923
93137500,0.0043088286
93138000,0.002939541
93138500,0.003194188
93139000,0.0038076902
93139500,0.003305285
93140000,-0.001034545
93140500,0.0027942436
93141000,0.0032535181
93141500,0.004130835
93142000,0.004156084
93142500,0.0021080184
93143000,0.002650843
93143500,0.0037270687
93144000,0.003446981
93144500,0.004901699
93145000,0.0030016066
93145500,0.004377362
93146000,0.0077494048
93146500,0.0029407495
93147000,0.0064081927
93147500,0.005658164
93148000,0.00037709187
93148500,0.00054224825
93149000,0.00014990084
93149500,0.0026416753
93150000,0.0026530502
93150500,0.004301618
93151000,0.0034257083
93151500,0.0010730786
93152000,0.0022186574
93152500,0.0021661334
93153000,0.00326239
93153500,0.0028268646
93154000,0.005450556
93154500,0.0021059662
93155000,0.0019482269
93155500,0.0060476335
93156000,0.0027349747
93156500,0.0036554085
93157000,0.0018373994
93157500,0.0042520147
93158000,0.0013509294
93158500,0.0007242819
93159000,0.002233253
93159500,0.0030693633
93200000,0.0046549467
93200500,0.0042786635
93201000,0.006178575
93201500,0.0029020312
93202000,0.00368805
93202500,0.0035776568
93203000,0.0020636446
93203500,0.00062137056
93204000,0.0011044522
93204500,0.0021847403
93205000,0.0026553436
93205500,0.0021264988
93206000,0.0034919078
93206500,0.0009536288
93207000,0.0017861215
93207500,0.0040131686
93208000,0.0055610915
93208500,0.0032322307
93209000,0.0007219384
93209500,0.002557649
93210000,0.0047853407
93210500,0.0036504765
93211000,0.0033818686
93211500,0.0044241818
93212000,0.0013049331
93212500,0.004451793
93213000,-2.674379e-05
93213500,0.0027253989
93214000,0.0020275025
93214500,0.0026308217
93215000,0.0035426838
93215500,-0.0014399972
93216000,0.0016275422
93216500,0.0017181362
93217000,-0.00015396082
93217500,0.0012021576
93218000,0.0011982278
93218500,0.0012179206
93219000,0.002381831
93219500,0.0029248162
93220000,0.002404699
93220500,0.00033002294
93221000,0.004423507
93221500,0.0028660288
93222000,0.0025703786
93222500,0.0016518271
93223000,0.0009253784
93223500,0.0027460393
93224000,0.003316785
93224500,0.00077221746
93225000,0.0032206997
93225500,0.003254809
93226000,0.002782099
93226500,0.0040717684
93227000,0.0009830059
93227500,0.0022470525
93228000,0.0032249615
93228500,0.0013799107
93229000,0.002317424
93229500,0.0040566567
93230000,0.003123509
93230500,0.002355437
93231000,0.0017032048
93231500,0.004882955
93232000,0.001119798
93232500,0.002971708
93233000,0.003652275
93233500,0.0016451426
93234000,0.0008005194
93234500,-0.00074631465
93235000,0.0033012733
93235500,0.0019993852
93236000,0.0021811933
93236500,0.0018588146
93237000,0.0013975161
93237500,0.0032227219
93238000,0.004106651
93238500,0.0028157525
93239000,0.0026007388
93239500,0.0007448554
93240000,0.0025477707
93240500,0.0016264473
93241000,0.0031380656
93241500,0.003014545
93242000,0.00339505
93242500,0.0025990477
93243000,0.0025179859
93243500,0.0026154262
93244000,0.0006000999
93244500,0.0024951792
93245000,0.0020368556
93245500,0.0028526746
93246000,0.0021731127
93246500,0.0023046075
93247000,0.002237774
93247500,0.0013775307
93248000,0.0030044776
93248500,0.001697818
93249000,0.004253481
93249500,0.009130793
93250000,0.0021854485
93250500,0.0039099865
93251000,0.0026605837
93251500,0.004864201
93252000,0.002502249
93252500,0.004940644
93253000,0.0019369351
93253500,0.0035514873
93254000,0.001911761
93254500,0.0034234172
93255000,0.0009892202
93255500,0.0022714452
93256000,0.0043201316
93256500,0.004616672
93257000,0.002921462
93257500,0.0023702222
93258000,0.0010061277
93258500,0.0031812638
93259000,0.0036005965
93259500,0.001324337
93300000,0.0019880796
93300500,0.0036427046
93301000,0.0035334441
93301500,0.0023903789
93302000,0.0014321938
93302500,0.00087452435
93303000,0.002968404
93303500,0.0036674328
93304000,0.0011269805
93304500,0.0008056208
93305000,0.0020412866
93305500,0.0032822827
93306000,0.0019752115
93306500,0.0019580154
93307000,0.0024008767
93307500,0.0034325297
