Time,Predict
93000000,0.00024879613
93000500,0.041701194
93001000,0.024958381
93001500,0.02497183
93002000,0.011341979
93002500,0.026748324
93003000,0.009922407
93003500,0.030659743
93004000,0.009730904
93004500,0.017294232
93005000,0.010021803
93005500,0.0058655483
93006000,0.0055620954
93006500,0.0044925045
93007000,0.0020233027
93007500,0.014715961
93008000,0.024686323
93008500,0.008951963
93009000,0.0069098067
93009500,0.002065374
93010000,0.0060650944
93010500,0.0039974125
93011000,0.014163897
93011500,0.006953906
93012000,0.006249056
93012500,0.0027732502
93013000,0.0012797954
93013500,0.010398795
93014000,0.0019200232
93014500,0.004784698
93015000,0.004562267
93015500,0.016730025
93016000,0.0024235193
93016500,0.010716776
93017000,0.0017684425
93017500,0.0114240125
93018000,0.012843804
93018500,0.0019879467
93019000,0.0027546694
93019500,0.0041147126
93020000,0.009537646
93020500,0.0033899853
93021000,0.006104041
93021500,0.0057510766
93022000,0.011400282
93022500,0.005314553
93023000,0.009965678
93023500,0.004041419
93024000,0.011905134
93024500,0.0037753512
93025000,0.009036136
93025500,0.0064509185
93026000,0.014738536
93026500,0.009150909
93027000,0.005428109
93027500,0.00841311
93028000,0.0069289957
93028500,0.009629867
93029000,0.015560614
93029500,0.004805897
93030000,0.0031227167
93030500,0.0086941635
93031000,0.003287311
93031500,0.0040648743
93032000,0.008812678
93032500,0.0052613486
93033000,0.007850082
93033500,0.0037941448
93034000,0.004819927
93034500,0.0208966
93035000,0.006963905
93035500,0.008418286
93036000,0.002884021
93036500,0.004333206
93037000,0.0015636733
93037500,0.0068495004
93038000,0.008489368
93038500,0.0039773225
93039000,0.010498865
93039500,0.0038393233
93040000,0.0031935347
93040500,0.0042168056
93041000,0.0044606123
93041500,0.0063901837
93042000,0.0064245216
93042500,0.0047509465
93043000,0.0016495268
93043500,0.0034101976
93044000,0.015503958
93044500,0.0070931483
93045000,0.005338844
93045500,0.009448702
93046000,0.0029643562
93046500,0.0049131345
93047000,0.0039540813
93047500,0.007024218
93048000,0.0026229257
93048500,0.0049336455
93049000,0.0040614954
93049500,0.0045003607
93050000,0.008049041
93050500,0.008816214
93051000,0.012691672
93051500,0.0118199885
93052000,0.0022545024
93052500,0.0047813943
93053000,0.004995206
93053500,0.0022835992
93054000,0.004181734
93054500,0.004524449
93055000,0.0070711155
93055500,0.0076891906
93056000,0.0074553983
93056500,0.022014188
93057000,0.0022628247
93057500,0.012010371
93058000,0.012309505
93058500,0.00679136
93059000,0.0013132255
93059500,0.0078101247
93100000,0.0044138017
93100500,0.00235567
93101000,0.002694629
93101500,0.008610851
93102000,0.0043532914
93102500,0.0023128549
93103000,0.0059211752
93103500,0.002002758
93104000,0.0077727325
93104500,0.005019693
93105000,0.005518972
93105500,0.0038005568
93106000,0.0062367455
93106500,0.004537238
93107000,0.0031981138
93107500,0.0015730055
93108000,0.004897703
93108500,0.002405062
93109000,0.0064708875
93109500,0.006471897
93110000,0.005739358
93110500,0.0025935574
93111000,0.0011197509
93111500,0.0037030415
93112000,0.0025638363
93112500,0.0039839065
93113000,0.0017242532
93113500,0.004204053
93114000,0.0041057384
93114500,0.0031681
93115000,0.0042631924
93115500,0.001172434
93116000,0.0035618101
93116500,0.0050950334
93117000,0.0062633236
93117500,0.005574737
93118000,0.0024350144
93118500,0.0043484517
93119000,0.004497393
93119500,0.008723736
93120000,0.0039184415
93120500,0.007550697
93121000,0.009502975
93121500,0.011917039
93122000,0.0061077126
93122500,0.002656318
93123000,0.0030427927
93123500,0.002773777
93124000,0.0037766022
93124500,0.0025353688
93125000,0.0017667734
93125500,0.0015751204
93126000,0.0044399635
93126500,0.0025202406
93127000,0.0019072247
93127500,0.0009723373
93128000,0.008913486
93128500,0.0010461272
93129000,0.0036863321
93129500,0.001329608
93130000,0.00990942
93130500,0.007994523
93131000,0.0027941237
93131500,0.0019307454
93132000,0.0053032516
93132500,0.0038221814
93133000,0.01510211
93133500,0.0034211918
93134000,0.002248869
93134500,0.007629753
93135000,0.0018603071
93135500,0.004158889
93136000,0.003991293
93136500,0.0031429224
93137000,0.0036628158
93137500,0.005374167
93138000,0.0032394025
93138500,0.003846358
93139000,0.0048473035
93139500,0.0035484412
93140000,0.0070940317
93140500,0.0033009143
93141000,0.0029757854
93141500,0.0027002385
93142000,0.0024110654
93142500,0.0028223374
93143000,0.004028956
93143500,0.0037508474
93144000,0.0061899996
93144500,0.0036698477
93145000,0.0017583928
93145500,0.0052764276
93146000,0.006587195
93146500,0.011518953
93147000,0.0032621538
93147500,0.006623298
93148000,0.0011924962
93148500,0.003064165
93149000,0.0054871473
93149500,0.0039819498
93150000,0.004393052
93150500,0.0027148498
93151000,0.0015061738
93151500,0.0060818424
93152000,0.008860971
93152500,0.0022849012
93153000,0.0069321534
93153500,0.004888074
93154000,0.0057022865
93154500,0.0044777356
93155000,0.0028217772
93155500,0.008319122
93156000,0.007646141
93156500,0.008771391
93157000,0.006360849
93157500,0.0038742493
93158000,0.002690937
93158500,0.005754988
93159000,0.004660045
93159500,0.0057794284
93200000,0.0082766265
93200500,0.004200828
93201000,0.0024212275
93201500,0.00075752154
93202000,0.0026085293
93202500,0.009124399
93203000,0.012427035
93203500,0.0054836227
93204000,0.011784192
93204500,0.0051775216
93205000,0.004714012
93205500,0.006516766
